//IFPANEL 1
///NAME Panel 1,Panel 1
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 4
///NAME Panel 4,Panel 4
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 5
///NAME Panel 5,Panel 5
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 6
///NAME Panel 6,Panel 6
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 7
///NAME Panel 7,Panel 7
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 8
///NAME Panel 8,Panel 8
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 9
///NAME Panel 9,Panel 9
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 10
///NAME Panel 10,Panel 10
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
3H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
4H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
//IFPANEL 11
///NAME Panel 11,Panel 11
1A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1F,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1G,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
1H,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2A,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2B,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2C,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2D,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
2E,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0
